Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01312","Bananas","2013","2013","100 g/ha","160896","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01312","Bananas","2014","2014","100 g/ha","166949","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01312","Bananas","2015","2015","100 g/ha","166423","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01312","Bananas","2016","2016","100 g/ha","168243","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01312","Bananas","2017","2017","100 g/ha","165921","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01312","Bananas","2018","2018","100 g/ha","164963","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01312","Bananas","2019","2019","100 g/ha","170584","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01312","Bananas","2020","2020","100 g/ha","165972","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01312","Bananas","2021","2021","100 g/ha","167068","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01312","Bananas","2022","2022","100 g/ha","166538","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2010","2010","100 g/ha","8530","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2011","2011","100 g/ha","8848","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2012","2012","100 g/ha","8864","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2013","2013","100 g/ha","8966","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2014","2014","100 g/ha","10726","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2015","2015","100 g/ha","8822","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2016","2016","100 g/ha","8904","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2017","2017","100 g/ha","8723","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2018","2018","100 g/ha","8106","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2019","2019","100 g/ha","8237","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2020","2020","100 g/ha","8493","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2021","2021","100 g/ha","9355","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0115","Barley","2022","2022","100 g/ha","9399","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2010","2010","100 g/ha","9137","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2011","2011","100 g/ha","7353","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2012","2012","100 g/ha","7589","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2013","2013","100 g/ha","7923","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2014","2014","100 g/ha","8494","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2015","2015","100 g/ha","8497","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2016","2016","100 g/ha","8685","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2017","2017","100 g/ha","8910","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2018","2018","100 g/ha","9243","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2019","2019","100 g/ha","8723","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2020","2020","100 g/ha","8816","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2021","2021","100 g/ha","9222","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01701","Beans, dry","2022","2022","100 g/ha","9206","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2010","2010","100 g/ha","131980","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2011","2011","100 g/ha","131035","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2012","2012","100 g/ha","127490","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2013","2013","100 g/ha","123556","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2014","2014","100 g/ha","134058","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2015","2015","100 g/ha","131153","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2016","2016","100 g/ha","164815","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2017","2017","100 g/ha","168587","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2018","2018","100 g/ha","173471","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2019","2019","100 g/ha","172567","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2020","2020","100 g/ha","173299","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2021","2021","100 g/ha","170222","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01212","Cabbages","2022","2022","100 g/ha","183729","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2010","2010","100 g/ha","163542","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2011","2011","100 g/ha","169314","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2012","2012","100 g/ha","185306","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2013","2013","100 g/ha","192278","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2014","2014","100 g/ha","241351","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2015","2015","100 g/ha","233390","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2016","2016","100 g/ha","225866","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2017","2017","100 g/ha","216428","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2018","2018","100 g/ha","174065","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2019","2019","100 g/ha","155681","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2020","2020","100 g/ha","186605","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2021","2021","100 g/ha","190755","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01229","Cantaloupes and other melons","2022","2022","100 g/ha","217606","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01251","Carrots and turnips","2017","2017","100 g/ha","88909","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01251","Carrots and turnips","2018","2018","100 g/ha","90783","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01251","Carrots and turnips","2019","2019","100 g/ha","82609","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01251","Carrots and turnips","2020","2020","100 g/ha","103806","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01251","Carrots and turnips","2021","2021","100 g/ha","115321","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01251","Carrots and turnips","2022","2022","100 g/ha","124447","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2010","2010","100 g/ha","6899","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2011","2011","100 g/ha","7011","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2012","2012","100 g/ha","6990","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2013","2013","100 g/ha","7010","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2014","2014","100 g/ha","7023","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2015","2015","100 g/ha","7021","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2016","2016","100 g/ha","7036","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2017","2017","100 g/ha","7077","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2018","2018","100 g/ha","7109","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2019","2019","100 g/ha","7075","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2020","2020","100 g/ha","7087","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2021","2021","100 g/ha","7091","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01447","Castor oil seeds","2022","2022","100 g/ha","7084","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2010","2010","100 g/ha","95965","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2011","2011","100 g/ha","101642","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2012","2012","100 g/ha","102054","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2013","2013","100 g/ha","102551","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2014","2014","100 g/ha","110294","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2015","2015","100 g/ha","137372","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2016","2016","100 g/ha","138888","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2017","2017","100 g/ha","140734","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2018","2018","100 g/ha","140962","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2019","2019","100 g/ha","140889","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2020","2020","100 g/ha","108902","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2021","2021","100 g/ha","129960","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01213","Cauliflowers and broccoli","2022","2022","100 g/ha","149904","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2010","2010","100 g/ha","7951","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2011","2011","100 g/ha","8026","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2012","2012","100 g/ha","9091","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2013","2013","100 g/ha","9610","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2014","2014","100 g/ha","8723","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2015","2015","100 g/ha","9434","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2016","2016","100 g/ha","10492","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2017","2017","100 g/ha","10541","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2018","2018","100 g/ha","9875","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2019","2019","100 g/ha","11111","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2020","2020","100 g/ha","10669","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2021","2021","100 g/ha","10934","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01703","Chick peas, dry","2022","2022","100 g/ha","11179","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2010","2010","100 g/ha","12565","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2011","2011","100 g/ha","16780","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2012","2012","100 g/ha","12974","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2013","2013","100 g/ha","10914","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2014","2014","100 g/ha","12247","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2015","2015","100 g/ha","13368","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2016","2016","100 g/ha","12774","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","100 g/ha","13240","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","100 g/ha","13968","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","100 g/ha","15441","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","100 g/ha","16265","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","100 g/ha","49201","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","100 g/ha","63548","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2010","2010","100 g/ha","93488","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2011","2011","100 g/ha","75814","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2012","2012","100 g/ha","86512","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2013","2013","100 g/ha","84651","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2014","2014","100 g/ha","80808","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2015","2015","100 g/ha","89263","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2016","2016","100 g/ha","87039","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2017","2017","100 g/ha","95031","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2018","2018","100 g/ha","108599","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2019","2019","100 g/ha","120182","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2020","2020","100 g/ha","118779","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2021","2021","100 g/ha","111445","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01460","Coconuts, in shell","2022","2022","100 g/ha","137511","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2010","2010","100 g/ha","71972","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2011","2011","100 g/ha","62911","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2012","2012","100 g/ha","63631","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2013","2013","100 g/ha","60539","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2014","2014","100 g/ha","61777","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2015","2015","100 g/ha","70900","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2016","2016","100 g/ha","75142","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2017","2017","100 g/ha","80099","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2018","2018","100 g/ha","73902","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2019","2019","100 g/ha","77492","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2020","2020","100 g/ha","83457","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2021","2021","100 g/ha","91088","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01232","Cucumbers and gherkins","2022","2022","100 g/ha","94465","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2010","2010","100 g/ha","72287","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2011","2011","100 g/ha","73005","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2012","2012","100 g/ha","79103","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2013","2013","100 g/ha","81338","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2014","2014","100 g/ha","91639","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2015","2015","100 g/ha","91163","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2016","2016","100 g/ha","100172","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2017","2017","100 g/ha","99623","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2018","2018","100 g/ha","100893","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2019","2019","100 g/ha","101310","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2020","2020","100 g/ha","104457","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2021","2021","100 g/ha","109886","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01233","Eggplants (aubergines)","2022","2022","100 g/ha","114112","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2010","2010","100 mg/An","34913","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2010","2010","No/An","75","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2011","2011","100 mg/An","34979","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2011","2011","No/An","75","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2012","2012","100 mg/An","35172","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2012","2012","No/An","76","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2013","2013","100 mg/An","35000","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2013","2013","No/An","76","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2014","2014","100 mg/An","35000","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2014","2014","No/An","78","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2015","2015","100 mg/An","34999","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2015","2015","No/An","78","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2016","2016","100 mg/An","35000","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2016","2016","No/An","78","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2017","2017","100 mg/An","35000","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2017","2017","No/An","78","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2018","2018","100 mg/An","34975","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2018","2018","No/An","78","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2019","2019","100 mg/An","35565","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2019","2019","No/An","77","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2020","2020","100 mg/An","34978","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2020","2020","No/An","76","E","Estimated value",""
