-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 12/31/2017 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS10M_MIN              MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_PAR_TOT,T2M,T2MDEW,PRECTOTCORR,GWETTOP,GWETROOT,RH2M,QV2M,WS10M_MIN,WS10M,WD2M
22.75,88.25,2017,1,61.94,19.76,13.78,0.0,0.61,0.6,69.7,9.73,1.02,1.65,266.71
22.75,88.75,2017,1,61.94,19.74,13.38,0.0,0.59,0.62,68.75,9.46,1.39,2.09,288.03
22.75,89.25,2017,1,71.19,19.73,13.85,0.0,0.64,0.67,70.78,9.78,1.24,2.03,302.21
22.75,89.75,2017,1,71.19,19.61,14.37,0.0,0.68,0.7,73.12,10.13,1.18,1.95,300.24
22.75,90.25,2017,1,71.24,19.67,14.87,0.0,0.72,0.72,74.71,10.47,1.17,1.91,285.62
22.75,90.75,2017,1,71.24,19.95,15.38,0.0,0.74,0.74,75.64,10.81,1.22,1.93,262.91
22.75,91.25,2017,1,84.47,20.24,15.95,0.0,0.76,0.75,77.19,11.2,1.37,2.06,237.66
22.75,91.75,2017,1,84.47,19.82,15.79,0.0,0.77,0.74,78.64,11.15,0.77,1.61,188.96
22.75,92.25,2017,1,83.09,19.11,15.63,0.0,0.73,0.68,81.72,11.23,0.41,1.44,175.3
22.75,92.75,2017,1,83.09,17.62,14.18,0.0,0.68,0.64,82.64,10.69,0.23,1.17,167.61
23.25,87.75,2017,1,63.73,19.75,13.58,0.0,0.6,0.57,68.53,9.66,0.47,1.12,271.94
23.25,88.25,2017,1,66.33,19.79,13.23,0.0,0.55,0.55,67.31,9.4,0.95,1.62,325.92
23.25,88.75,2017,1,66.33,19.94,13.45,0.0,0.55,0.58,68.28,9.52,1.31,1.98,332.97
23.25,89.25,2017,1,66.53,19.77,14.24,0.0,0.62,0.63,72.21,10.03,1.23,2.0,324.09
23.25,89.75,2017,1,66.53,19.65,14.74,0.0,0.66,0.66,74.63,10.36,1.15,1.94,295.02
23.25,90.25,2017,1,68.88,19.69,15.0,0.0,0.7,0.69,75.39,10.53,0.95,1.81,269.48
23.25,90.75,2017,1,68.88,19.75,15.08,0.0,0.74,0.72,75.42,10.59,0.68,1.62,253.16
23.25,91.25,2017,1,82.12,19.45,15.04,0.0,0.77,0.75,76.75,10.59,0.52,1.39,233.78
23.25,91.75,2017,1,82.12,18.97,15.28,0.0,0.77,0.72,79.97,10.83,0.35,1.18,188.16
23.25,92.25,2017,1,78.46,18.34,15.48,0.0,0.73,0.67,84.01,11.21,0.23,1.19,168.89
23.25,92.75,2017,1,78.46,17.5,14.32,0.0,0.67,0.63,83.39,10.85,0.14,1.06,175.32
23.75,87.75,2017,1,63.73,19.77,12.79,0.0,0.55,0.55,65.46,9.19,0.34,1.2,304.45
23.75,88.25,2017,1,66.33,19.98,13.1,0.0,0.52,0.53,66.3,9.33,0.63,1.52,325.71
23.75,88.75,2017,1,66.33,20.06,14.03,0.0,0.54,0.57,70.25,9.92,1.02,1.82,332.31
23.75,89.25,2017,1,66.53,19.92,14.7,0.0,0.6,0.61,73.55,10.33,1.06,1.9,331.44
23.75,89.75,2017,1,66.53,19.89,14.97,0.0,0.62,0.63,74.84,10.51,0.81,1.85,294.99
23.75,90.25,2017,1,68.88,19.98,14.92,0.0,0.65,0.65,74.12,10.47,0.51,1.65,264.18
23.75,90.75,2017,1,68.88,20.04,14.76,0.0,0.69,0.67,72.96,10.37,0.31,1.37,248.29
23.75,91.25,2017,1,82.12,19.74,14.84,0.0,0.75,0.71,74.53,10.47,0.25,1.12,224.72
23.75,91.75,2017,1,82.12,18.97,15.48,0.0,0.74,0.69,80.91,11.0,0.28,1.03,192.84
23.75,92.25,2017,1,78.46,18.29,15.8,0.0,0.72,0.67,85.5,11.45,0.26,1.04,176.21
23.75,92.75,2017,1,78.46,17.84,14.86,0.0,0.66,0.64,84.02,11.17,0.2,0.98,186.88
24.25,87.75,2017,1,62.91,19.84,12.58,0.0,0.51,0.52,64.94,9.08,0.23,1.18,278.2
24.25,88.25,2017,1,61.92,20.05,13.71,0.0,0.52,0.52,68.91,9.71,0.33,1.42,291.18
24.25,88.75,2017,1,61.92,19.87,14.72,0.0,0.57,0.58,73.91,10.35,0.79,1.69,314.53
24.25,89.25,2017,1,62.03,19.95,15.06,0.0,0.61,0.6,74.91,10.57,0.77,1.76,298.41
24.25,89.75,2017,1,62.03,20.05,15.08,0.0,0.61,0.6,74.65,10.58,0.5,1.7,272.4
24.25,90.25,2017,1,64.59,20.18,14.79,0.0,0.61,0.61,72.86,10.4,0.29,1.53,247.3
24.25,90.75,2017,1,64.59,20.24,14.54,0.0,0.63,0.63,71.36,10.24,0.25,1.31,227.56
24.25,91.25,2017,1,76.09,20.0,14.97,0.0,0.7,0.67,74.06,10.53,0.29,1.21,211.28
24.25,91.75,2017,1,76.09,19.25,15.85,0.0,0.73,0.68,81.44,11.21,0.29,1.3,198.38
24.25,92.25,2017,1,74.98,19.11,16.45,0.0,0.73,0.68,85.16,11.79,0.41,1.18,178.9
24.25,92.75,2017,1,74.98,18.9,15.98,0.0,0.67,0.65,84.54,11.74,0.43,1.03,184.32
24.75,87.75,2017,1,62.91,19.85,13.3,0.0,0.49,0.5,68.28,9.52,0.21,1.19,234.7
24.75,88.25,2017,1,61.92,19.89,14.52,0.0,0.54,0.52,73.08,10.24,0.41,1.44,228.27
24.75,88.75,2017,1,61.92,19.68,15.05,0.0,0.62,0.61,76.12,10.56,0.71,1.61,261.34
24.75,89.25,2017,1,62.03,20.0,15.2,0.0,0.63,0.61,75.2,10.66,0.5,1.6,248.24
24.75,89.75,2017,1,62.03,20.17,15.06,0.0,0.6,0.59,73.84,10.57,0.51,1.58,232.14
24.75,90.25,2017,1,64.59,20.14,14.77,0.0,0.59,0.59,72.73,10.4,0.51,1.57,205.97
24.75,90.75,2017,1,64.59,19.96,14.64,0.0,0.62,0.62,73.01,10.34,0.44,1.62,176.98
24.75,91.25,2017,1,76.09,19.71,15.15,0.0,0.7,0.68,76.28,10.68,0.42,1.76,166.78
24.75,91.75,2017,1,76.09,19.47,15.84,0.0,0.75,0.71,80.46,11.19,0.59,1.83,160.18
24.75,92.25,2017,1,74.98,19.48,16.35,0.0,0.77,0.73,83.0,11.69,0.57,1.5,120.98
24.75,92.75,2017,1,74.98,19.06,16.19,0.0,0.74,0.72,84.52,11.79,0.46,1.15,118.98
25.25,87.75,2017,1,55.63,19.82,14.18,0.0,0.5,0.5,71.91,10.03,0.31,1.18,198.01
25.25,88.25,2017,1,64.97,19.77,14.88,0.0,0.57,0.55,74.85,10.47,0.47,1.39,178.02
25.25,88.75,2017,1,64.97,19.71,15.05,0.0,0.63,0.61,75.88,10.59,0.54,1.59,215.34
25.25,89.25,2017,1,66.08,20.18,15.12,0.0,0.6,0.59,73.97,10.61,0.35,1.54,196.14
25.25,89.75,2017,1,66.08,20.15,14.69,0.0,0.59,0.58,72.26,10.36,0.45,1.43,180.36
25.25,90.25,2017,1,64.26,19.74,14.05,0.0,0.61,0.6,71.39,10.05,0.53,1.43,162.43
25.25,90.75,2017,1,64.26,18.75,13.3,0.0,0.68,0.67,72.49,9.75,0.54,1.62,146.06
25.25,91.25,2017,1,66.77,16.58,12.28,0.0,0.77,0.75,77.22,9.46,0.73,2.05,144.19
25.25,91.75,2017,1,66.77,16.53,12.49,0.0,0.79,0.77,78.52,9.7,0.72,1.79,133.81
25.25,92.25,2017,1,65.21,16.96,13.54,0.0,0.8,0.78,81.6,10.31,0.49,1.51,100.84
25.25,92.75,2017,1,65.21,17.28,14.42,0.0,0.77,0.76,84.3,10.79,0.32,1.21,85.63
25.75,87.75,2017,1,55.63,19.94,14.23,0.0,0.52,0.52,71.08,10.05,0.36,1.18,148.67
25.75,88.25,2017,1,64.97,19.84,14.5,0.0,0.57,0.56,72.47,10.22,0.46,1.42,125.77
25.75,88.75,2017,1,64.97,19.7,14.61,0.0,0.59,0.58,73.62,10.31,0.49,1.69,157.09
25.75,89.25,2017,1,66.08,20.13,14.69,0.0,0.55,0.55,72.3,10.34,0.41,1.76,116.74
25.75,89.75,2017,1,66.08,19.88,14.53,0.0,0.59,0.58,72.79,10.29,0.53,1.7,105.19
25.75,90.25,2017,1,64.26,19.41,14.06,0.0,0.65,0.64,72.91,10.1,0.65,1.6,114.13
25.75,90.75,2017,1,64.26,18.56,13.2,0.0,0.73,0.71,72.87,9.73,0.74,1.65,130.02
25.75,91.25,2017,1,66.77,16.57,11.81,0.0,0.77,0.75,75.34,9.22,0.9,2.14,134.12
25.75,91.75,2017,1,66.77,15.63,11.62,0.0,0.79,0.77,78.99,9.27,0.85,1.79,134.25
25.75,92.25,2017,1,65.21,15.94,12.48,0.0,0.76,0.75,81.58,9.68,0.69,1.52,123.24
25.75,92.75,2017,1,65.21,16.98,13.54,0.0,0.71,0.71,81.46,10.14,0.6,1.3,103.65
26.25,87.75,2017,1,63.2,19.53,13.03,0.0,0.51,0.53,67.02,9.44,0.41,1.44,123.88
26.25,88.25,2017,1,64.41,19.44,13.26,0.0,0.53,0.55,68.29,9.57,0.37,1.6,107.36
26.25,88.75,2017,1,64.41,19.63,13.49,0.0,0.54,0.55,68.59,9.64,0.39,1.77,97.66
26.25,89.25,2017,1,61.06,19.52,13.63,0.0,0.54,0.54,70.04,9.77,0.5,1.99,72.93
26.25,89.75,2017,1,61.06,19.19,14.2,0.0,0.61,0.59,74.1,10.14,0.66,2.14,65.79
26.25,90.25,2017,1,59.93,19.06,14.6,0.0,0.68,0.65,76.32,10.4,0.75,2.21,74.93
26.25,90.75,2017,1,59.93,19.22,14.63,0.0,0.71,0.68,75.75,10.42,0.84,2.3,88.69
26.25,91.25,2017,1,61.02,19.39,14.55,0.0,0.7,0.67,74.88,10.38,1.22,2.71,85.06
26.25,91.75,2017,1,61.02,18.48,14.04,0.0,0.7,0.68,77.1,10.18,1.58,2.61,92.34
26.25,92.25,2017,1,63.17,18.4,13.76,0.0,0.64,0.64,76.42,10.02,1.46,2.22,92.92
26.25,92.75,2017,1,63.17,18.55,13.76,0.0,0.6,0.61,75.57,10.01,1.28,1.9,87.78
20.75,87.75,2017,2,70.75,23.69,17.42,0.09,1.0,-999.0,67.87,12.26,1.53,2.28,58.18
20.75,88.25,2017,2,71.02,23.92,17.16,0.05,1.0,-999.0,65.84,12.07,1.88,2.75,70.81
20.75,88.75,2017,2,71.02,24.17,16.94,0.01,1.0,-999.0,63.97,11.9,2.21,3.23,111.06
20.75,89.25,2017,2,79.26,24.49,16.42,0.0,1.0,-999.0,60.77,11.54,2.15,3.35,136.16
20.75,89.75,2017,2,79.26,24.51,16.14,0.0,1.0,-999.0,59.61,11.33,2.16,3.52,181.32
20.75,90.25,2017,2,80.01,24.4,16.28,0.0,1.0,-999.0,60.5,11.42,2.49,3.84,241.79
20.75,90.75,2017,2,80.01,24.34,16.89,0.01,1.0,-999.0,63.09,11.85,3.12,4.31,304.67
20.75,91.25,2017,2,87.72,24.46,17.89,0.04,1.0,-999.0,66.72,12.63,3.75,4.81,348.97
20.75,91.75,2017,2,87.72,24.55,18.29,0.04,0.8,-999.0,68.09,12.98,3.94,4.72,300.92
20.75,92.25,2017,2,92.23,22.6,18.24,0.15,0.73,0.67,76.99,13.01,2.74,3.44,276.83
20.75,92.75,2017,2,92.23,20.89,17.4,0.15,0.68,0.67,81.64,12.51,1.4,2.19,234.68
21.25,87.75,2017,2,60.13,22.76,16.98,0.62,0.93,-999.0,69.97,11.94,1.07,1.79,84.68
21.25,88.25,2017,2,60.7,22.83,16.75,0.2,0.92,-999.0,68.74,11.77,1.66,2.41,126.62
21.25,88.75,2017,2,60.7,22.99,16.55,0.01,0.91,-999.0,67.34,11.6,2.3,3.04,168.84
21.25,89.25,2017,2,70.42,23.52,16.03,0.0,0.9,-999.0,63.17,11.23,2.18,3.11,195.54
21.25,89.75,2017,2,70.42,23.82,15.72,0.0,0.9,-999.0,60.7,11.03,1.85,3.14,251.08
21.25,90.25,2017,2,70.38,23.88,15.86,0.0,0.93,-999.0,60.91,11.13,1.92,3.33,310.52
21.25,90.75,2017,2,70.38,23.84,16.49,0.01,0.98,-999.0,63.44,11.56,2.53,3.76,349.24
21.25,91.25,2017,2,86.72,24.0,17.42,0.02,1.0,-999.0,66.59,12.27,3.38,4.38,342.97
21.25,91.75,2017,2,86.72,23.51,17.65,0.04,0.72,-999.0,69.67,12.46,3.2,3.93,231.07
21.25,92.25,2017,2,86.48,20.66,17.27,0.1,0.69,0.66,81.35,12.33,1.67,2.35,183.26
21.25,92.75,2017,2,86.48,18.78,16.18,0.09,0.67,0.64,85.51,11.82,0.51,1.3,162.33
21.75,87.75,2017,2,60.13,21.36,16.18,1.7,0.79,0.72,72.98,11.36,0.79,1.49,125.33
21.75,88.25,2017,2,60.7,21.2,15.98,0.55,0.78,0.74,72.89,11.23,1.61,2.19,167.42
21.75,88.75,2017,2,60.7,21.12,15.46,0.02,0.76,0.73,71.31,10.86,2.17,2.73,178.0
21.75,89.25,2017,2,70.42,21.59,15.07,0.0,0.75,0.73,67.74,10.6,1.96,2.63,206.48
21.75,89.75,2017,2,70.42,21.93,14.91,0.0,0.74,0.74,65.46,10.49,1.72,2.62,279.97
21.75,90.25,2017,2,70.38,22.13,15.29,0.0,0.79,0.74,65.96,10.75,1.73,2.77,333.51
21.75,90.75,2017,2,70.38,22.38,16.2,0.02,0.86,-999.0,68.47,11.36,2.16,3.13,345.14
21.75,91.25,2017,2,86.72,23.08,17.28,0.05,0.88,-999.0,69.97,12.15,3.08,3.75,335.97
21.75,91.75,2017,2,86.72,22.04,17.25,0.06,0.78,-999.0,74.82,12.17,2.45,3.0,209.94
21.75,92.25,2017,2,86.48,19.69,16.5,0.03,0.73,0.69,82.44,11.81,1.16,1.85,170.02
21.75,92.75,2017,2,86.48,17.85,15.1,0.0,0.68,0.64,84.86,11.21,0.42,1.16,151.31
22.25,87.75,2017,2,58.52,20.12,15.33,2.5,0.7,0.68,74.97,10.76,0.6,1.35,200.36
22.25,88.25,2017,2,59.63,19.89,14.91,0.86,0.68,0.68,74.51,10.49,1.4,2.02,258.12
22.25,88.75,2017,2,59.63,19.75,13.92,0.01,0.66,0.68,71.28,9.86,1.83,2.43,259.97
22.25,89.25,2017,2,68.66,19.94,13.63,0.0,0.67,0.7,69.31,9.66,1.53,2.27,278.59
22.25,89.75,2017,2,68.66,19.96,13.84,0.0,0.69,0.71,69.69,9.8,1.57,2.25,317.11
22.25,90.25,2017,2,67.56,20.12,14.56,0.0,0.72,0.72,71.61,10.26,1.69,2.34,339.1
22.25,90.75,2017,2,67.56,20.66,15.69,0.02,0.74,0.73,73.9,11.02,1.84,2.55,331.1
22.25,91.25,2017,2,85.99,21.74,17.05,0.06,0.75,0.73,75.12,11.99,2.25,2.97,302.62
22.25,91.75,2017,2,85.99,20.95,16.77,0.05,0.77,0.74,78.0,11.82,1.72,2.27,211.98
22.25,92.25,2017,2,86.12,19.62,16.16,0.02,0.73,0.69,81.7,11.58,0.88,1.58,185.43
22.25,92.75,2017,2,86.12,17.77,14.62,0.0,0.68,0.65,83.42,10.96,0.4,1.13,160.16
22.75,87.75,2017,2,58.52,19.46,14.87,2.17,0.65,0.62,75.98,10.47,0.57,1.41,277.48
22.75,88.25,2017,2,59.63,19.22,14.18,0.69,0.61,0.6,74.44,9.99,1.27,2.02,325.23
22.75,88.75,2017,2,59.63,19.26,13.09,0.01,0.59,0.62,70.06,9.31,1.66,2.36,331.5
22.75,89.25,2017,2,68.66,19.33,13.2,0.0,0.64,0.66,70.19,9.38,1.44,2.27,333.9
22.75,89.75,2017,2,68.66,19.28,13.73,0.0,0.68,0.69,72.26,9.73,1.49,2.2,331.67
22.75,90.25,2017,2,67.56,19.42,14.4,0.0,0.71,0.71,74.09,10.16,1.53,2.15,328.36
22.75,90.75,2017,2,67.56,19.81,15.07,0.0,0.74,0.73,75.08,10.58,1.39,2.11,312.96
22.75,91.25,2017,2,85.99,20.17,15.7,0.0,0.75,0.75,76.28,11.05,1.06,2.07,259.94
22.75,91.75,2017,2,85.99,19.92,15.78,0.0,0.77,0.74,78.36,11.15,0.9,1.72,215.84
22.75,92.25,2017,2,86.12,19.37,15.88,0.0,0.73,0.68,81.52,11.39,0.56,1.47,191.86
22.75,92.75,2017,2,86.12,17.9,14.58,0.01,0.68,0.63,82.77,10.96,0.28,1.18,171.76
23.25,87.75,2017,2,58.03,19.08,14.35,1.04,0.6,0.57,75.69,10.15,0.68,1.67,305.18
23.25,88.25,2017,2,61.12,18.98,13.51,0.28,0.55,0.54,72.72,9.58,1.29,2.12,320.31
23.25,88.75,2017,2,61.12,19.23,12.94,0.0,0.54,0.58,69.62,9.19,1.58,2.34,325.06
23.25,89.25,2017,2,69.83,19.25,13.54,0.0,0.61,0.63,71.9,9.58,1.46,2.25,327.44
23.25,89.75,2017,2,69.83,19.28,14.08,0.0,0.65,0.66,73.82,9.93,1.44,2.15,324.52
23.25,90.25,2017,2,71.8,19.44,14.46,0.0,0.69,0.69,74.38,10.17,1.27,2.01,308.34
23.25,90.75,2017,2,71.8,19.62,14.61,0.0,0.73,0.72,73.85,10.27,0.9,1.79,279.09
23.25,91.25,2017,2,83.87,19.49,14.5,0.0,0.77,0.75,73.75,10.22,0.38,1.41,245.19
23.25,91.75,2017,2,83.87,19.36,15.22,0.0,0.77,0.72,78.28,10.81,0.33,1.25,206.44
23.25,92.25,2017,2,82.87,19.0,15.85,0.0,0.73,0.67,83.02,11.47,0.25,1.18,178.58
23.25,92.75,2017,2,82.87,18.1,14.79,0.01,0.66,0.62,82.86,11.18,0.18,1.05,169.73
23.75,87.75,2017,2,58.03,18.93,13.4,0.22,0.55,0.55,72.44,9.55,0.87,1.85,305.82
23.75,88.25,2017,2,61.12,19.14,13.1,0.05,0.52,0.53,70.3,9.33,1.3,2.06,321.12
23.75,88.75,2017,2,61.12,19.37,13.46,0.0,0.54,0.57,71.25,9.52,1.54,2.18,324.84
23.75,89.25,2017,2,69.83,19.4,14.08,0.0,0.59,0.61,73.53,9.91,1.41,2.13,323.37
23.75,89.75,2017,2,69.83,19.48,14.37,0.0,0.61,0.62,74.34,10.1,1.2,2.03,318.93
23.75,90.25,2017,2,71.8,19.66,14.34,0.0,0.64,0.64,73.12,10.09,0.88,1.84,288.91
23.75,90.75,2017,2,71.8,19.88,14.13,0.0,0.68,0.67,70.82,9.98,0.47,1.52,246.59
23.75,91.25,2017,2,83.87,19.95,14.1,0.0,0.75,0.71,69.84,9.98,0.12,1.05,241.19
23.75,91.75,2017,2,83.87,19.75,15.42,0.0,0.74,0.68,77.14,10.98,0.21,0.95,201.99
23.75,92.25,2017,2,82.87,19.33,16.26,0.0,0.72,0.66,83.52,11.82,0.24,0.91,175.84
23.75,92.75,2017,2,82.87,18.69,15.35,0.01,0.65,0.63,83.04,11.56,0.24,0.85,171.6
24.25,87.75,2017,2,54.2,19.11,12.68,0.01,0.51,0.52,68.59,9.12,0.85,1.72,306.85
24.25,88.25,2017,2,58.09,19.45,13.43,0.0,0.52,0.52,70.34,9.53,1.12,1.84,319.01
24.25,88.75,2017,2,58.09,19.32,14.25,0.0,0.57,0.58,74.56,10.04,1.44,2.0,328.81
24.25,89.25,2017,2,68.09,19.48,14.6,0.0,0.6,0.6,75.29,10.26,1.14,1.97,322.99
24.25,89.75,2017,2,68.09,19.62,14.57,0.0,0.61,0.6,74.61,10.24,0.74,1.84,295.39
24.25,90.25,2017,2,68.91,19.85,14.15,0.0,0.6,0.6,71.76,9.97,0.49,1.64,250.26
24.25,90.75,2017,2,68.91,20.14,13.7,0.0,0.63,0.62,68.23,9.69,0.42,1.39,208.79
24.25,91.25,2017,2,79.78,20.4,14.0,0.0,0.7,0.67,67.78,9.89,0.34,1.09,209.22
24.25,91.75,2017,2,79.78,20.09,15.7,0.0,0.73,0.67,76.83,11.13,0.39,1.13,204.07
24.25,92.25,2017,2,78.77,20.02,16.68,0.0,0.72,0.68,82.39,11.98,0.41,1.03,185.04
24.25,92.75,2017,2,78.77,19.64,16.14,0.0,0.67,0.65,82.53,11.88,0.32,0.87,185.18
24.75,87.75,2017,2,54.2,19.43,12.99,0.0,0.49,0.5,68.57,9.32,0.7,1.5,283.08
24.75,88.25,2017,2,58.09,19.52,14.14,0.0,0.54,0.52,73.09,9.98,1.02,1.71,289.38
