-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2014 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS10M_MIN              MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_PAR_TOT,T2M,T2MDEW,PRECTOTCORR,GWETTOP,GWETROOT,RH2M,QV2M,WS10M_MIN,WS10M,WD2M
21.25,91.25,2014,1,85.75,22.19,16.12,0.0,1.0,-999.0,68.34,11.29,5.8,6.17,347.5
21.25,91.75,2014,1,85.75,21.63,15.73,0.0,0.68,-999.0,69.17,11.02,4.92,5.3,298.1
21.25,92.25,2014,1,85.91,18.71,13.91,0.0,0.6,0.59,75.64,9.97,2.39,2.82,253.2
21.25,92.75,2014,1,85.91,17.52,10.66,0.0,0.56,0.55,69.45,8.36,0.58,1.34,219.31
21.75,87.75,2014,1,72.19,19.49,14.12,0.0,0.79,0.73,72.79,9.98,2.14,3.25,204.33
21.75,88.25,2014,1,71.58,19.61,13.6,0.0,0.77,0.73,70.17,9.69,2.69,3.64,240.16
21.75,88.75,2014,1,71.58,19.52,12.93,0.0,0.73,0.71,67.72,9.25,3.04,3.85,203.91
21.75,89.25,2014,1,78.84,19.91,13.07,0.0,0.71,0.7,66.39,9.32,2.69,3.62,225.76
21.75,89.75,2014,1,78.84,20.07,13.51,0.0,0.7,0.7,67.34,9.58,2.66,3.86,284.3
21.75,90.25,2014,1,80.59,20.21,14.33,0.0,0.74,0.7,70.14,10.09,3.12,4.35,328.95
21.75,90.75,2014,1,80.59,20.54,15.26,0.0,0.82,-999.0,72.53,10.71,4.01,4.92,342.59
21.75,91.25,2014,1,85.75,21.35,15.74,0.0,0.83,-999.0,70.41,11.05,5.05,5.5,341.59
21.75,91.75,2014,1,85.75,20.06,14.96,0.0,0.72,-999.0,72.88,10.51,3.87,4.3,261.57
21.75,92.25,2014,1,85.91,17.54,12.76,0.0,0.64,0.61,75.56,9.33,1.75,2.28,220.69
21.75,92.75,2014,1,85.91,16.51,8.92,0.0,0.57,0.56,66.26,7.62,0.4,1.21,199.06
22.25,87.75,2014,1,74.9,17.64,12.69,0.0,0.74,0.73,74.8,9.11,1.6,2.63,279.95
22.25,88.25,2014,1,75.51,17.65,11.86,0.0,0.71,0.71,71.31,8.63,1.98,2.87,296.98
22.25,88.75,2014,1,75.51,17.59,10.96,0.0,0.66,0.68,67.91,8.12,1.96,2.98,250.25
22.25,89.25,2014,1,81.27,17.8,11.19,0.0,0.64,0.67,68.16,8.24,1.87,2.74,290.12
22.25,89.75,2014,1,81.27,17.68,12.04,0.0,0.63,0.66,72.08,8.71,2.16,3.01,325.2
22.25,90.25,2014,1,80.28,17.82,13.36,0.0,0.64,0.66,76.93,9.5,2.6,3.5,342.11
22.25,90.75,2014,1,80.28,18.51,14.71,0.0,0.66,0.65,79.53,10.36,3.18,4.06,341.18
22.25,91.25,2014,1,84.75,19.81,15.34,0.0,0.64,0.63,76.28,10.77,4.04,4.63,336.41
22.25,91.75,2014,1,84.75,18.58,14.23,0.0,0.66,0.64,77.31,10.04,2.68,3.26,250.76
22.25,92.25,2014,1,85.87,17.61,11.67,0.0,0.62,0.6,70.92,8.72,1.21,1.88,224.09
22.25,92.75,2014,1,85.87,16.72,7.43,0.0,0.55,0.54,59.04,6.96,0.44,1.19,195.72
22.75,87.75,2014,1,74.9,16.86,11.83,0.0,0.74,0.73,73.82,8.62,1.51,2.35,310.91
22.75,88.25,2014,1,75.51,16.64,10.98,0.0,0.7,0.69,71.09,8.14,1.69,2.49,302.76
22.75,88.75,2014,1,75.51,16.57,10.23,0.0,0.66,0.66,68.59,7.72,1.56,2.67,292.28
22.75,89.25,2014,1,81.27,16.66,10.74,0.0,0.63,0.65,71.04,7.99,1.73,2.78,327.96
22.75,89.75,2014,1,81.27,16.67,11.91,0.0,0.62,0.64,75.71,8.64,2.12,3.01,335.58
22.75,90.25,2014,1,80.28,16.91,13.22,0.0,0.62,0.62,79.74,9.41,2.36,3.25,334.74
22.75,90.75,2014,1,80.28,17.33,14.12,0.0,0.63,0.63,81.65,9.97,2.41,3.4,328.89
22.75,91.25,2014,1,84.75,17.49,14.0,0.0,0.64,0.64,81.25,9.92,2.67,3.4,305.34
22.75,91.75,2014,1,84.75,17.19,12.96,0.0,0.66,0.64,78.28,9.28,1.48,2.25,236.07
22.75,92.25,2014,1,85.87,17.6,10.81,0.0,0.59,0.57,67.69,8.25,0.74,1.58,194.96
22.75,92.75,2014,1,85.87,16.97,6.68,0.0,0.51,0.52,55.3,6.66,0.42,1.25,165.93
23.25,87.75,2014,1,71.89,16.57,11.15,0.0,0.73,0.71,71.79,8.3,1.52,2.37,317.05
23.25,88.25,2014,1,71.91,16.29,10.43,0.0,0.69,0.67,69.85,7.87,1.54,2.39,304.04
23.25,88.75,2014,1,71.91,16.17,10.03,0.0,0.65,0.65,69.12,7.63,1.49,2.59,311.72
23.25,89.25,2014,1,76.93,16.34,10.83,0.0,0.62,0.64,72.68,8.04,1.79,2.85,326.44
23.25,89.75,2014,1,76.93,16.68,12.01,0.0,0.58,0.6,75.96,8.7,2.22,3.09,330.31
23.25,90.25,2014,1,79.14,17.03,13.03,0.0,0.57,0.59,78.29,9.28,2.37,3.19,330.15
23.25,90.75,2014,1,79.14,17.09,13.41,0.0,0.6,0.59,79.54,9.52,2.06,3.01,316.88
23.25,91.25,2014,1,84.02,16.44,12.71,0.0,0.65,0.63,80.19,9.12,1.35,2.38,265.53
23.25,91.75,2014,1,84.02,16.91,11.89,0.0,0.65,0.62,74.36,8.69,0.68,1.54,209.11
23.25,92.25,2014,1,82.4,16.94,10.69,0.0,0.59,0.56,69.64,8.23,0.37,1.31,180.98
23.25,92.75,2014,1,82.4,16.23,7.29,0.0,0.51,0.52,60.71,6.99,0.29,1.24,167.79
23.75,87.75,2014,1,71.89,16.5,10.46,0.0,0.7,0.68,69.09,7.99,1.6,2.49,315.24
23.75,88.25,2014,1,71.91,16.34,9.89,0.0,0.65,0.63,67.4,7.62,1.53,2.42,310.96
23.75,88.75,2014,1,71.91,16.28,9.67,0.0,0.61,0.62,67.25,7.45,1.51,2.58,318.31
23.75,89.25,2014,1,76.93,16.62,10.52,0.0,0.57,0.6,70.28,7.86,1.8,2.87,323.01
23.75,89.75,2014,1,76.93,17.04,11.67,0.0,0.54,0.57,73.26,8.48,2.27,3.11,326.1
23.75,90.25,2014,1,79.14,17.33,12.48,0.0,0.52,0.54,75.14,8.93,2.44,3.14,326.92
23.75,90.75,2014,1,79.14,17.4,12.64,0.0,0.52,0.54,75.47,9.03,1.97,2.81,319.16
23.75,91.25,2014,1,84.02,17.28,12.18,0.0,0.56,0.56,74.47,8.79,0.68,1.99,290.78
23.75,91.75,2014,1,84.02,17.75,11.51,0.0,0.56,0.55,69.19,8.47,0.44,1.27,204.63
23.75,92.25,2014,1,82.4,17.13,10.95,0.0,0.57,0.55,69.41,8.36,0.25,1.09,181.48
23.75,92.75,2014,1,82.4,16.14,8.66,0.0,0.55,0.55,65.46,7.55,0.26,1.15,177.37
24.25,87.75,2014,1,70.18,16.46,9.82,0.0,0.64,0.62,66.71,7.7,1.92,2.68,309.51
24.25,88.25,2014,1,69.64,16.47,9.5,0.0,0.59,0.57,65.42,7.43,1.73,2.55,309.11
24.25,88.75,2014,1,69.64,16.37,9.29,0.0,0.57,0.57,65.34,7.26,1.51,2.58,311.03
24.25,89.25,2014,1,74.59,16.8,10.1,0.0,0.53,0.55,67.72,7.65,1.77,2.88,318.23
24.25,89.75,2014,1,74.59,17.19,11.26,0.0,0.51,0.53,71.18,8.25,2.3,3.1,323.24
24.25,90.25,2014,1,75.15,17.45,12.05,0.0,0.5,0.52,73.34,8.67,2.35,3.0,316.85
24.25,90.75,2014,1,75.15,17.66,12.25,0.0,0.5,0.52,73.23,8.81,1.66,2.5,296.46
24.25,91.25,2014,1,78.09,18.01,12.2,0.0,0.52,0.54,71.28,8.76,0.39,1.65,266.03
24.25,91.75,2014,1,78.09,18.04,11.89,0.0,0.56,0.56,69.53,8.64,0.26,1.18,205.31
24.25,92.25,2014,1,77.45,17.59,11.69,0.0,0.61,0.59,70.39,8.64,0.27,1.12,181.86
24.25,92.75,2014,1,77.45,16.76,10.47,0.0,0.6,0.6,69.54,8.24,0.27,1.21,174.37
24.75,87.75,2014,1,70.18,16.44,9.18,0.0,0.57,0.56,64.4,7.37,2.25,2.91,299.06
24.75,88.25,2014,1,69.64,16.29,9.3,0.0,0.57,0.55,65.4,7.32,1.93,2.73,300.16
24.75,88.75,2014,1,69.64,16.04,9.1,0.0,0.58,0.58,65.88,7.2,1.5,2.61,301.94
24.75,89.25,2014,1,74.59,16.48,10.0,0.0,0.56,0.56,68.4,7.62,1.51,2.8,310.66
24.75,89.75,2014,1,74.59,16.98,11.14,0.0,0.53,0.53,71.53,8.2,1.96,2.91,305.77
24.75,90.25,2014,1,75.15,17.37,11.98,0.0,0.52,0.53,73.49,8.66,1.82,2.74,271.79
24.75,90.75,2014,1,75.15,17.67,12.4,0.0,0.55,0.57,73.74,8.94,1.08,2.29,219.68
24.75,91.25,2014,1,78.09,18.04,12.78,0.0,0.62,0.61,72.97,9.16,0.76,1.81,186.88
24.75,91.75,2014,1,78.09,17.76,12.74,0.0,0.68,0.65,73.79,9.16,0.68,1.61,175.7
24.75,92.25,2014,1,77.45,17.15,12.3,0.0,0.72,0.69,74.58,8.97,0.59,1.44,157.48
24.75,92.75,2014,1,77.45,16.41,11.49,0.0,0.7,0.68,74.76,8.67,0.35,1.26,148.07
25.25,87.75,2014,1,73.89,16.05,8.88,0.0,0.53,0.52,64.84,7.2,2.4,3.12,289.16
25.25,88.25,2014,1,73.02,15.61,9.25,0.0,0.59,0.56,68.06,7.3,2.16,2.95,289.57
25.25,88.75,2014,1,73.02,15.49,9.09,0.0,0.61,0.6,68.06,7.2,1.89,2.78,289.84
25.25,89.25,2014,1,76.16,16.06,9.95,0.0,0.6,0.59,69.71,7.59,1.32,2.67,300.92
25.25,89.75,2014,1,76.16,16.41,10.99,0.0,0.58,0.58,73.16,8.17,1.44,2.52,279.16
25.25,90.25,2014,1,76.88,16.58,11.73,0.0,0.6,0.6,75.69,8.64,1.33,2.28,226.62
25.25,90.75,2014,1,76.88,16.31,11.84,0.0,0.66,0.66,76.88,8.85,0.95,2.06,172.65
25.25,91.25,2014,1,77.38,15.01,11.1,0.0,0.75,0.72,78.62,8.73,1.11,2.13,173.88
25.25,91.75,2014,1,77.38,14.65,10.65,0.0,0.78,0.75,78.08,8.58,0.77,1.8,158.57
25.25,92.25,2014,1,77.08,14.68,10.41,0.0,0.78,0.76,77.22,8.4,0.64,1.54,174.53
25.25,92.75,2014,1,77.08,14.9,10.5,0.0,0.75,0.74,76.9,8.36,0.39,1.2,187.57
25.75,87.75,2014,1,73.89,15.55,8.74,0.0,0.53,0.53,66.23,7.11,2.21,3.15,281.8
25.75,88.25,2014,1,73.02,15.23,8.96,0.0,0.59,0.58,68.49,7.19,2.04,2.99,278.04
25.75,88.75,2014,1,73.02,15.22,8.94,0.0,0.6,0.59,68.47,7.14,1.72,2.72,271.72
25.75,89.25,2014,1,76.16,15.82,9.7,0.0,0.58,0.57,69.59,7.48,1.25,2.44,269.84
25.75,89.75,2014,1,76.16,16.02,10.98,0.0,0.61,0.6,74.64,8.19,0.95,2.14,245.43
25.75,90.25,2014,1,76.88,16.01,12.09,0.0,0.68,0.66,79.36,8.89,0.85,1.89,210.46
25.75,90.75,2014,1,76.88,15.61,12.45,0.0,0.74,0.73,82.26,9.27,0.89,1.79,183.48
25.75,91.25,2014,1,77.38,14.28,11.61,0.0,0.79,0.76,84.56,9.09,0.91,2.02,189.66
25.75,91.75,2014,1,77.38,13.6,10.43,0.0,0.79,0.78,82.54,8.58,0.55,1.63,180.48
25.75,92.25,2014,1,77.08,14.05,10.22,0.0,0.77,0.76,79.86,8.38,0.4,1.37,208.49
25.75,92.75,2014,1,77.08,15.05,10.63,0.0,0.72,0.71,77.32,8.43,0.25,1.08,226.6
26.25,87.75,2014,1,70.95,15.86,7.6,0.0,0.52,0.54,60.62,6.7,1.38,2.76,278.46
26.25,88.25,2014,1,70.81,15.94,7.79,0.0,0.56,0.57,60.98,6.74,1.13,2.55,264.62
26.25,88.75,2014,1,70.81,16.02,8.28,0.0,0.56,0.57,62.25,6.87,0.94,2.12,245.5
26.25,89.25,2014,1,72.3,15.94,9.04,0.0,0.57,0.57,66.03,7.23,1.05,1.94,235.22
26.25,89.75,2014,1,72.3,15.9,10.63,0.0,0.64,0.62,73.08,8.06,0.82,1.83,221.72
26.25,90.25,2014,1,72.31,16.07,12.27,0.0,0.71,0.68,79.37,8.97,0.73,1.78,208.74
26.25,90.75,2014,1,72.31,16.37,13.49,0.0,0.75,0.72,83.34,9.7,0.87,1.8,197.21
26.25,91.25,2014,1,72.28,16.48,14.04,0.0,0.74,0.71,85.94,10.04,0.96,1.91,185.31
26.25,91.75,2014,1,72.28,16.05,13.14,0.0,0.75,0.73,84.34,9.63,0.83,1.85,183.34
26.25,92.25,2014,1,72.43,16.1,12.45,0.0,0.69,0.69,81.14,9.23,0.53,1.54,185.51
26.25,92.75,2014,1,72.43,16.43,11.88,0.0,0.65,0.65,77.14,8.87,0.3,1.22,184.84
20.75,87.75,2014,2,72.96,23.72,17.37,0.0,1.0,-999.0,67.64,12.21,2.55,4.83,35.41
20.75,88.25,2014,2,80.29,23.77,17.24,0.0,1.0,-999.0,66.86,12.13,3.21,5.17,61.4
20.75,88.75,2014,2,80.29,23.76,17.04,0.0,1.0,-999.0,66.03,11.96,3.46,5.45,117.88
20.75,89.25,2014,2,84.38,23.86,16.88,0.0,1.0,-999.0,64.98,11.87,3.31,5.5,88.98
20.75,89.75,2014,2,84.38,23.65,16.89,0.0,1.0,-999.0,65.82,11.86,3.73,5.79,61.01
20.75,90.25,2014,2,84.44,23.35,17.01,0.0,1.0,-999.0,67.51,11.94,4.66,6.34,54.9
20.75,90.75,2014,2,84.44,23.2,17.29,0.0,1.0,-999.0,69.31,12.16,5.97,7.17,111.12
20.75,91.25,2014,2,90.82,23.44,17.85,0.0,1.0,-999.0,70.78,12.6,7.4,8.33,289.72
20.75,91.75,2014,2,90.82,23.54,17.96,0.0,0.78,-999.0,70.88,12.7,6.96,8.03,311.24
20.75,92.25,2014,2,90.82,21.36,16.3,0.0,0.64,0.59,74.13,11.61,4.65,5.49,331.89
20.75,92.75,2014,2,90.82,19.54,12.61,0.0,0.54,0.57,69.32,9.52,2.52,3.2,322.58
21.25,87.75,2014,2,71.58,22.45,16.92,0.0,0.92,-999.0,71.41,11.88,2.45,4.19,116.71
21.25,88.25,2014,2,71.05,22.56,16.92,0.0,0.91,-999.0,70.9,11.89,3.03,4.49,164.21
21.25,88.75,2014,2,71.05,22.52,16.69,0.0,0.9,-999.0,70.12,11.72,3.27,4.74,186.44
21.25,89.25,2014,2,73.96,22.68,16.6,0.0,0.89,-999.0,69.08,11.67,2.95,4.72,164.76
21.25,89.75,2014,2,73.96,22.73,16.63,0.0,0.88,-999.0,68.74,11.68,3.33,5.08,107.95
21.25,90.25,2014,2,74.45,22.66,16.75,0.0,0.91,-999.0,69.31,11.75,4.05,5.66,76.61
21.25,90.75,2014,2,74.45,22.59,17.0,0.0,0.98,-999.0,70.61,11.94,5.04,6.46,123.78
21.25,91.25,2014,2,84.78,22.77,17.49,0.0,1.0,-999.0,72.03,12.33,6.54,7.62,294.88
21.25,91.75,2014,2,84.78,22.28,17.32,0.0,0.68,-999.0,73.66,12.23,5.9,6.72,226.98
21.25,92.25,2014,2,83.12,19.22,14.79,0.0,0.6,0.58,77.23,10.67,2.95,3.55,216.06
21.25,92.75,2014,2,83.12,17.47,10.35,0.0,0.55,0.55,68.86,8.39,0.99,1.61,236.87
21.75,87.75,2014,2,71.58,20.35,16.17,0.0,0.79,0.73,77.89,11.35,2.35,3.55,214.51
21.75,88.25,2014,2,71.05,20.6,16.09,0.0,0.76,0.72,76.58,11.3,2.72,3.77,257.66
21.75,88.75,2014,2,71.05,20.6,15.62,0.0,0.73,0.71,74.78,10.99,3.0,3.83,240.81
21.75,89.25,2014,2,73.96,20.75,15.38,0.0,0.71,0.7,72.96,10.84,2.46,3.54,243.09
21.75,89.75,2014,2,73.96,20.78,15.28,0.0,0.7,0.7,72.07,10.78,2.74,3.9,200.55
21.75,90.25,2014,2,74.45,20.84,15.59,0.0,0.74,0.7,72.86,10.99,3.27,4.58,146.14
21.75,90.75,2014,2,74.45,21.1,16.34,0.0,0.82,-999.0,74.78,11.49,3.95,5.4,143.01
21.75,91.25,2014,2,84.78,21.69,17.25,0.0,0.83,-999.0,76.03,12.15,5.1,6.39,284.56
21.75,91.75,2014,2,84.78,20.46,16.66,0.0,0.71,-999.0,79.38,11.76,4.52,5.26,164.51
21.75,92.25,2014,2,83.12,17.87,13.76,0.0,0.64,0.6,78.61,10.08,2.3,2.85,124.82
21.75,92.75,2014,2,83.12,16.34,8.94,0.0,0.56,0.55,67.22,7.79,0.93,1.48,185.52
22.25,87.75,2014,2,70.54,18.69,15.52,0.0,0.74,0.73,82.68,10.91,2.11,3.08,288.2
22.25,88.25,2014,2,72.03,18.93,15.25,0.0,0.71,0.71,80.62,10.72,2.29,3.2,309.39
22.25,88.75,2014,2,72.03,19.1,14.55,0.0,0.66,0.68,77.34,10.25,2.5,3.16,299.19
22.25,89.25,2014,2,72.94,19.21,13.87,0.0,0.64,0.67,73.89,9.81,2.12,2.83,312.14
22.25,89.75,2014,2,72.94,18.91,13.67,0.0,0.63,0.66,73.91,9.7,2.26,3.08,303.77
22.25,90.25,2014,2,71.96,18.82,14.19,0.0,0.64,0.66,76.21,10.05,2.53,3.59,256.81
22.25,90.75,2014,2,71.96,19.27,15.3,0.0,0.65,0.65,78.92,10.76,2.95,4.23,210.64
22.25,91.25,2014,2,80.16,20.26,16.46,0.0,0.63,0.63,79.5,11.57,3.9,5.12,261.34
22.25,91.75,2014,2,80.16,19.02,15.37,0.0,0.66,0.64,80.45,10.86,3.33,4.05,167.47
22.25,92.25,2014,2,83.09,17.58,12.83,0.0,0.61,0.59,75.81,9.47,1.92,2.54,147.38
22.25,92.75,2014,2,83.09,16.02,8.3,0.0,0.54,0.54,65.3,7.48,0.99,1.59,173.34
22.75,87.75,2014,2,70.54,18.01,15.28,0.0,0.74,0.72,84.74,10.77,2.07,3.05,327.09
22.75,88.25,2014,2,72.03,18.08,15.02,0.0,0.7,0.69,83.32,10.58,2.15,3.05,331.24
22.75,88.75,2014,2,72.03,18.3,14.39,0.0,0.65,0.66,80.0,10.16,2.27,3.05,331.59
22.75,89.25,2014,2,72.94,18.37,13.69,0.0,0.63,0.65,76.78,9.7,2.13,2.99,331.97
22.75,89.75,2014,2,72.94,18.14,13.5,0.0,0.61,0.63,76.49,9.58,2.22,3.07,334.63
22.75,90.25,2014,2,71.96,18.07,13.82,0.0,0.61,0.62,77.86,9.79,2.3,3.24,322.39
22.75,90.75,2014,2,71.96,18.23,14.44,0.0,0.63,0.63,79.76,10.17,2.4,3.5,290.51
22.75,91.25,2014,2,80.16,18.3,14.84,0.0,0.64,0.64,81.28,10.47,2.88,3.88,246.69
22.75,91.75,2014,2,80.16,17.66,13.81,0.0,0.66,0.63,79.81,9.83,2.18,2.85,185.29
22.75,92.25,2014,2,83.09,17.3,12.14,0.0,0.59,0.57,74.26,9.01,1.52,2.16,166.3
22.75,92.75,2014,2,83.09,15.94,8.39,0.0,0.51,0.52,65.75,7.5,0.9,1.58,145.38
23.25,87.75,2014,2,66.46,17.78,15.0,0.0,0.73,0.7,84.76,10.61,2.25,3.34,319.79
23.25,88.25,2014,2,66.05,17.76,14.86,0.0,0.69,0.67,84.14,10.49,2.25,3.22,320.06
23.25,88.75,2014,2,66.05,17.92,14.42,0.0,0.64,0.65,81.56,10.19,2.39,3.2,319.91
23.25,89.25,2014,2,65.12,18.02,13.93,0.0,0.61,0.63,79.01,9.88,2.28,3.17,321.21
23.25,89.75,2014,2,65.12,18.12,13.65,0.0,0.58,0.6,77.04,9.69,2.35,3.17,324.51
23.25,90.25,2014,2,66.64,18.19,13.61,0.0,0.56,0.58,76.26,9.65,2.39,3.2,327.66
23.25,90.75,2014,2,66.64,18.05,13.7,0.0,0.59,0.59,77.26,9.71,2.33,3.2,322.18
23.25,91.25,2014,2,79.37,17.31,13.68,0.0,0.64,0.62,80.66,9.74,2.27,3.03,293.28
23.25,91.75,2014,2,79.37,17.06,12.96,0.0,0.64,0.61,78.83,9.34,1.28,1.95,203.76
23.25,92.25,2014,2,77.49,16.58,11.87,0.0,0.59,0.56,76.18,8.9,0.94,1.69,175.68
23.25,92.75,2014,2,77.49,15.41,9.06,0.0,0.51,0.52,70.38,7.8,0.6,1.4,162.9
23.75,87.75,2014,2,66.46,17.65,14.41,0.0,0.7,0.67,82.69,10.22,2.6,3.7,309.21
23.75,88.25,2014,2,66.05,17.72,14.39,0.0,0.65,0.63,82.3,10.17,2.53,3.51,309.73
23.75,88.75,2014,2,66.05,17.9,14.08,0.0,0.6,0.62,80.12,9.95,2.65,3.43,310.16
23.75,89.25,2014,2,65.12,18.11,13.75,0.0,0.57,0.6,77.62,9.75,2.63,3.36,311.63
23.75,89.75,2014,2,65.12,18.32,13.48,0.0,0.54,0.56,75.26,9.58,2.6,3.31,315.32
23.75,90.25,2014,2,66.64,18.42,13.22,0.0,0.51,0.54,73.47,9.41,2.54,3.26,321.92
23.75,90.75,2014,2,66.64,18.3,13.05,0.0,0.51,0.53,73.25,9.3,2.44,3.15,329.79
23.75,91.25,2014,2,79.37,17.85,13.18,0.0,0.55,0.55,76.12,9.4,2.24,2.91,334.94
23.75,91.75,2014,2,79.37,17.72,12.56,0.0,0.55,0.55,73.8,9.11,1.08,1.68,255.36
23.75,92.25,2014,2,77.49,16.95,11.81,0.0,0.56,0.55,73.63,8.85,0.57,1.36,218.65
23.75,92.75,2014,2,77.49,15.64,10.0,0.0,0.54,0.55,72.12,8.17,0.38,1.2,204.96
24.25,87.75,2014,2,65.21,17.55,13.55,0.0,0.64,0.61,79.2,9.67,3.05,4.14,299.01
24.25,88.25,2014,2,64.05,17.75,13.71,0.0,0.59,0.57,79.15,9.73,2.91,3.89,299.89
24.25,88.75,2014,2,64.05,17.78,13.52,0.0,0.56,0.57,78.12,9.58,2.88,3.7,301.34
24.25,89.25,2014,2,63.48,18.03,13.33,0.0,0.52,0.55,75.97,9.48,2.86,3.59,303.32
24.25,89.75,2014,2,63.48,18.2,13.17,0.0,0.5,0.53,74.35,9.37,2.67,3.44,306.85
24.25,90.25,2014,2,63.07,18.25,12.93,0.0,0.49,0.52,72.95,9.22,2.45,3.28,312.9
24.25,90.75,2014,2,63.07,18.25,12.79,0.0,0.49,0.52,72.33,9.15,2.17,3.06,314.33
24.25,91.25,2014,2,75.57,18.33,13.18,0.0,0.51,0.54,73.91,9.37,1.66,2.7,295.91
24.25,91.75,2014,2,75.57,18.06,12.94,0.0,0.55,0.56,73.83,9.3,0.73,1.72,265.88
24.25,92.25,2014,2,73.72,17.55,12.46,0.0,0.61,0.59,73.64,9.11,0.52,1.35,231.17
24.25,92.75,2014,2,73.72,16.55,11.26,0.0,0.6,0.6,73.09,8.65,0.49,1.24,208.84
24.75,87.75,2014,2,65.21,17.5,12.57,0.0,0.56,0.55,75.21,9.06,3.46,4.58,289.71
24.75,88.25,2014,2,64.05,17.52,13.01,0.0,0.57,0.54,76.97,9.28,3.26,4.26,291.24
